ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,exchange_rate_unofficial,milling_cost_sorghum,wage_non_qualified_labour_non_agricultural,o_exchange_rate_unofficial,h_exchange_rate_unofficial,l_exchange_rate_unofficial,c_exchange_rate_unofficial,inflation_exchange_rate_unofficial,trust_exchange_rate_unofficial,o_milling_cost_sorghum,h_milling_cost_sorghum,l_milling_cost_sorghum,c_milling_cost_sorghum,inflation_milling_cost_sorghum,trust_milling_cost_sorghum,o_wage_non_qualified_labour_non_agricultural,h_wage_non_qualified_labour_non_agricultural,l_wage_non_qualified_labour_non_agricultural,c_wage_non_qualified_labour_non_agricultural,inflation_wage_non_qualified_labour_non_agricultural,trust_wage_non_qualified_labour_non_agricultural
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-07-01,2015,7,SSP,13.95,,,13.62,13.95,13.31,13.95,197.44,,4.45,4.75,3.65,3.65,89.7,8.9,45.18,47.77,42.59,45.94,58.73,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-08-01,2015,8,SSP,14.15,,,16.24,16.56,14.15,14.15,203.65,,3.85,4.21,3.48,4.14,105.24,8.9,48.18,51.15,45.21,48.85,75.7,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-09-01,2015,9,SSP,16.05,,,14.78,16.05,13.97,16.05,242.22,,4.41,4.79,4.03,4.63,157.84,8.9,51.21,54.63,48.35,54.63,122.14,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-10-01,2015,10,SSP,18.65,,,18.43,19.31,17.55,18.65,251.22,,4.97,5.35,4.59,4.84,163.05,8.9,57.51,61.35,53.67,59.86,132.01,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-11-01,2015,11,SSP,18,,,21.2,21.99,18,18,214.14,,5.16,5.51,4.81,5.51,168.61,8.9,63.1,66.68,59.51,61.27,130.89,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2015-12-01,2015,12,SSP,18.5,,,18.08,19.35,16.81,18.5,214.63,,5.93,6.31,5.55,5.74,164.92,8.9,64.25,68.27,60.23,64.22,124.44,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-01-01,2016,1,SSP,22.4,,,19.68,22.4,18.67,22.4,248.37,,6.12,6.48,5.77,6.16,172.7,8.9,67.22,70.93,63.52,69.96,139.95,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-02-01,2016,2,SSP,31,,,26.17,31,24.66,31,353.88,,6.57,6.91,6.23,6.89,190.58,8.9,73.39,86.59,68.82,86.59,182.46,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-03-01,2016,3,SSP,37.16,,,37.07,38.92,35.21,37.16,396.79,,7.39,7.76,7.02,7.76,204.91,8.9,92.13,101.58,82.69,97.66,197.59,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-04-01,2016,4,SSP,31.83,,,43.76,45.44,31.83,31.83,258.45,,8.38,8.78,7.98,8.07,155.42,8.9,104.04,109.81,92.56,92.56,158.98,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-05-01,2016,5,SSP,35.82,,,29.78,35.82,25.9,35.82,249.46,,8.64,9.03,8.24,9.01,148.32,8.9,97.21,106.84,87.59,101.55,154.33,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-06-01,2016,6,SSP,45.22,,,41.4,45.55,37.25,45.22,281.6,,9.7,11.27,9.26,11.27,175.81,8.9,106.86,122.62,101.47,122.62,184.73,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-07-01,2016,7,SSP,58.52,,,53.78,58.52,49.47,58.52,319.5,,12.42,15.08,11.49,15.08,313.19,8.9,130.45,164.42,116.52,164.42,257.91,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-08-01,2016,8,SSP,67.68,,,71.19,75.63,66.74,67.68,378.3,,17.13,21.93,15.36,21.93,430.29,8.9,178.29,208.97,154.8,208.97,327.77,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-09-01,2016,9,SSP,76.08,,,78.13,82.26,73.99,76.08,374.02,,25.53,28.42,22.64,26.58,474.21,8.9,228.49,253.08,203.9,223.9,309.87,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-10-01,2016,10,SSP,75.9,,,87.19,90.8,75.9,75.9,306.97,,30.92,33.96,27.89,32.6,573.08,8.9,242.31,264.75,219.86,221.08,269.34,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-11-01,2016,11,SSP,83.76,,,79.08,84.01,74.14,83.76,365.33,,37.96,41.25,34.67,39.3,613.23,8.9,235.74,257.35,214.12,234.81,283.21,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2016-12-01,2016,12,SSP,89.05,,,94.16,98.72,89.05,89.05,381.35,,45.67,49.15,42.2,44.43,674.69,8.9,249.17,266.78,231.56,258.3,302.18,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-01-01,2017,1,SSP,101.71,,,94.7,101.71,90.53,101.71,354.08,,51.02,54.45,32.99,32.99,435.73,8.9,273.99,294.58,253.39,258.74,269.82,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-02-01,2017,2,SSP,113.2,,,115.69,120.35,111.03,113.2,265.16,,35.43,41.85,29.68,41.85,507.83,8.9,272.09,290.08,254.09,274.36,216.86,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-03-01,2017,3,SSP,126.37,,,124.51,128.61,120.42,126.37,240.07,,46.16,53.15,39.16,49.07,532.27,8.9,288.09,306.67,269.51,302.63,209.89,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-04-01,2017,4,SSP,150.53,,,141.3,150.53,137.71,150.53,372.92,,54.44,61.55,47.33,56.08,594.97,8.9,318.59,339.04,298.14,329.68,256.16,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-05-01,2017,5,SSP,150,,,175.97,181.2,150,150,318.76,,62.22,69.19,55.24,59.81,563.45,8.9,347.31,368.4,325.46,325.46,220.5,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-06-01,2017,6,SSP,153.21,,,153.27,163.54,142.99,153.21,238.81,,65.62,72.06,59.18,67.55,499.37,8.9,340.07,362.85,317.29,321.56,162.23,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-07-01,2017,7,SSP,155.2,,,162.9,170.93,154.88,155.2,165.21,,74.17,80.48,67.87,72.26,379.11,8.9,333.95,354.95,312.95,315.93,92.15,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-08-01,2017,8,SSP,183.07,,,159.18,183.07,152.41,183.07,170.49,,78.69,84.56,72.81,77.93,255.34,8.9,326.46,348.17,304.74,344.71,64.96,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-09-01,2017,9,SSP,180.77,,,211.16,223.11,180.77,180.77,137.61,,84.43,89.94,78.92,79.21,197.95,8.9,358.22,381.09,332.79,332.79,48.63,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-10-01,2017,10,SSP,177.14,,,179.25,193.42,165.07,177.14,133.39,,84.68,90.01,79.35,82.43,152.87,8.9,343.53,367.49,319.57,330.37,49.43,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-11-01,2017,11,SSP,183.18,,,181.22,191.79,170.65,183.18,118.7,,87.54,92.49,82.25,82.25,109.31,8.9,340.13,360.92,319.35,336.82,43.44,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2017-12-01,2017,12,SSP,189.68,,,189.45,197.72,181.19,189.68,113,,86.34,91.19,80.45,80.45,81.07,8.9,346.91,368.65,325.17,332.9,28.88,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-01-01,2018,1,SSP,200.74,,,195.86,202.36,189.36,200.74,97.36,,83.43,88.22,78.28,78.28,137.25,8.9,342.04,362.95,321.13,350.44,35.44,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-02-01,2018,2,SSP,233.13,,,211.11,233.13,205.49,233.13,105.95,,80.36,87.36,75.78,87.36,108.72,8.9,361.43,402,339.8,402,46.52,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-03-01,2018,3,SSP,238.35,,,262.93,273.58,238.35,238.35,88.62,,91.02,96.51,83.86,83.86,70.89,8.9,419.19,452.46,385.92,408.09,34.85,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-04-01,2018,4,SSP,259.23,,,243.62,259.23,231.19,259.23,72.21,,86.22,91.61,80.83,90,60.5,8.9,424.17,485.42,400.98,485.42,47.24,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-05-01,2018,5,SSP,297.2,,,284.33,297.2,272.28,297.2,98.13,,93.27,98.61,87.93,89.44,49.54,8.9,510.94,623.62,461.05,623.62,91.61,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-06-01,2018,6,SSP,306.32,,,332.35,344.18,306.32,306.32,99.93,,92.08,97.02,87.14,88.18,30.54,8.9,667.87,745.2,590.53,630.98,96.23,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-07-01,2018,7,SSP,235.17,,,318.72,332.25,235.17,235.17,51.53,,90.22,94.83,85.61,89.63,24.03,8.9,668.9,717.09,511.01,511.01,61.75,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-08-01,2018,8,SSP,211.61,,,206.78,229.1,184.47,211.61,15.59,,91.7,95.92,87.49,89.27,14.55,8.9,528.32,607.58,425.04,425.04,23.3,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-09-01,2018,9,SSP,210,,,201.79,217.16,186.42,210,16.17,,91.05,94.98,87.12,90.2,13.88,8.9,431.96,477.29,386.62,444.72,33.63,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-10-01,2018,10,SSP,209.83,,,205.36,217.19,193.53,209.83,18.45,,91.99,95.66,87.73,87.73,6.43,8.9,454.71,503.99,395.99,395.99,19.86,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-11-01,2018,11,SSP,222,,,206.6,222,197.53,222,21.19,,88.92,92.62,85.22,88.17,7.2,8.9,401.16,440.97,361.36,437.93,30.02,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2018-12-01,2018,12,SSP,236.67,,,229.69,239.11,220.28,236.67,24.77,,89.42,92.87,85.97,86.16,7.09,8.9,449.06,489.93,407.52,407.52,22.42,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-01-01,2019,1,SSP,256.94,,,246.26,256.94,238.09,256.94,28,,87.02,90.42,83.62,87.52,11.81,8.9,415.22,451.61,378.82,448.05,27.85,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-02-01,2019,2,SSP,266.25,,,274.11,282.15,266.06,266.25,14.21,,88.68,91.92,85.45,86.92,-0.5,8.9,461.12,498.08,424.16,486.65,21.06,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-03-01,2019,3,SSP,270.5,,,275.02,282.17,267.87,270.5,13.49,,87.96,91.08,84.85,86.03,2.59,8.9,504,616.37,466.82,616.37,51.04,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-04-01,2019,4,SSP,274.13,,,277.96,283.93,271.99,274.13,5.75,,86.93,89.97,83.9,87.87,-2.37,8.9,651.33,733.27,569.38,576.54,18.77,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-05-01,2019,5,SSP,274.83,,,279.9,284.99,274.81,274.83,-7.53,,89.14,92.13,86.15,87.96,-1.66,8.9,601.11,645.63,556.59,580.62,-6.9,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-06-01,2019,6,SSP,286.38,,,277.75,286.38,273.11,286.38,-6.51,,89.22,92.14,86.3,87.14,-1.18,8.9,603.01,661.45,544.57,590.63,-6.4,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-07-01,2019,7,SSP,292.17,,,297.46,302.72,292.17,292.17,24.24,,88.23,91.15,85.31,85.91,-4.14,8.9,612.16,648.01,576.32,585.94,14.66,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-08-01,2019,8,SSP,298.28,,,297.2,302.12,292.29,298.28,40.96,,86.8,89.73,83.87,85.78,-3.91,8.9,605.05,654.2,555.91,597.96,40.68,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-09-01,2019,9,SSP,313.33,,,305.58,313.33,301.29,313.33,49.2,,86.7,89.54,83.85,87.22,-3.31,8.9,617.29,649.98,584.61,642.86,44.55,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-10-01,2019,10,SSP,315,,,326.84,331.81,315,315,50.12,,88.44,91.25,85.62,86.63,-1.25,8.9,666.65,714.86,618.44,672.11,69.73,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-11-01,2019,11,SSP,315,,,317.66,323.79,311.53,315,41.89,,87.73,90.55,84.91,88.08,-0.1,8.9,697.55,733.44,659.34,659.34,50.56,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2019-12-01,2019,12,SSP,314.84,,,318.27,323.48,313.05,314.84,33.03,,89.45,92.24,86.65,90.61,5.17,8.9,680.87,728.92,632.82,700.27,71.83,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-01-01,2020,1,SSP,318.71,,,316.28,320.89,311.66,318.71,24.04,,92.39,95.24,89.53,91.51,4.55,8.9,725.54,764.07,687.01,728.03,62.49,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-02-01,2020,2,SSP,304.48,,,322.86,327.07,304.48,304.48,14.36,,93.31,96.17,90.46,90.66,4.29,8.9,754.7,802.7,706.7,708.27,45.54,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-03-01,2020,3,SSP,281,,,294.7,302.08,281,281,3.88,,92.17,95.14,89.19,95.11,10.55,8.9,730.25,785.62,685.21,785.62,27.46,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-04-01,2020,4,SSP,279.33,,,266.41,279.33,259.24,279.33,1.9,,97.37,100.64,94.11,99.46,13.2,8.9,816.35,873.12,759.58,794.04,37.73,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-05-01,2020,5,SSP,293.68,,,277.53,293.68,270.16,293.68,6.86,,102.33,105.73,89.94,89.94,2.26,8.9,822.85,870.48,725.06,725.06,24.88,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-06-01,2020,6,SSP,320,,,301.29,320,292.55,320,11.74,,90.8,96.13,85.46,89.11,2.26,8.9,743.48,808.02,678.94,698.52,18.27,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-07-01,2020,7,SSP,352.07,,,339.13,352.07,328.57,352.07,20.5,,89.89,94.62,85.16,90.56,5.41,8.9,713.75,756.33,671.16,737.15,25.81,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-08-01,2020,8,SSP,381.03,,,378.37,388.82,367.92,381.03,27.74,,91.68,96.44,87.37,96.44,12.43,8.9,757.34,813.31,701.37,762.17,27.46,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-09-01,2020,9,SSP,457.41,,,407.91,457.41,398.99,457.41,45.98,,98.68,121.63,94.05,121.63,39.45,8.9,784.76,891.94,741.83,891.94,38.75,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-10-01,2020,10,SSP,527.68,,,533.43,556.74,510.12,527.68,67.52,,129.35,141.98,116.73,121.77,40.56,8.9,930.79,1017.17,844.42,897.86,33.59,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-11-01,2020,11,SSP,581.03,,,593.75,614.6,572.91,581.03,84.45,,128.1,139.38,116.83,131.67,49.48,8.9,933.09,979.59,886.58,925.28,40.33,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2020-12-01,2020,12,SSP,595.86,,,644.96,663.24,595.86,595.86,89.26,,139.06,149.69,128.43,139.13,53.55,8.9,960.58,1034.39,837.02,837.02,19.53,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-01-01,2021,1,SSP,600.33,,,627.04,650.48,600.33,600.33,88.36,,146.82,156.57,137.06,138.9,51.79,8.9,858.8,928.52,789.08,796.79,9.44,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-02-01,2021,2,SSP,617.2,,,623.79,644.53,603.04,617.2,102.71,,145.15,154.23,136.07,145.31,60.28,8.9,813.71,924.31,754.12,924.31,30.5,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-03-01,2021,3,SSP,617.1,,,642.92,659.61,617.1,617.1,119.61,,151.84,160.2,143.49,152.36,60.2,8.9,957.94,1047.77,868.12,936.47,19.2,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-04-01,2021,4,SSP,574.48,,,625.07,641.22,574.48,574.48,105.66,,159.26,167.05,151.47,154.37,55.2,8.9,968.75,1025.19,912.32,969.03,22.04,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-05-01,2021,5,SSP,460.26,,,552.37,573.3,460.26,460.26,56.72,,160.52,167.89,147.34,147.34,63.82,8.9,1002.93,1163.26,926.43,1163.26,60.44,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-06-01,2021,6,SSP,291.14,,,396.48,426.32,291.14,291.14,-9.02,,151.17,159.26,136.89,136.89,53.61,8.9,1221.74,1336.58,1035.68,1035.68,48.27,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-07-01,2021,7,SSP,360.5,,,246.04,360.5,229.63,360.5,2.39,,138.41,149.86,129.88,149.86,65.48,8.9,1070.65,1174.31,966.99,1034.31,40.31,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-08-01,2021,8,SSP,408.69,,,417.55,464.35,370.74,408.69,7.26,,153.9,163.52,144.27,153.02,58.66,8.9,1066.59,1144.71,988.47,1072.15,40.67,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-09-01,2021,9,SSP,407.46,,,426.95,473.59,380.31,407.46,-10.92,,157.16,165.82,143.82,143.82,18.25,8.9,1107.23,1191.63,953.4,953.4,6.89,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-10-01,2021,10,SSP,403.6,,,413.47,448.92,378.03,403.6,-23.51,,145.81,154.6,133.26,133.26,9.43,8.9,973.04,1063.91,882.17,900.44,0.29,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-11-01,2021,11,SSP,412.31,,,406.87,433.39,380.35,412.31,-29.04,,133.46,142,124.91,140.1,6.4,8.9,915.31,1134.26,849.99,1134.26,22.59,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2021-12-01,2021,12,SSP,420.6,,,422.24,442.69,401.78,420.6,-29.41,,141.85,150.23,133.46,144.1,3.57,8.9,1181.71,1343.21,1020.2,1171.85,40,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-01-01,2022,1,SSP,434.66,,,428.1,443.9,412.3,434.66,-27.6,,146.59,154.28,138.89,150.47,8.33,8.9,1219.11,1267.52,1170.69,1225.01,53.74,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-02-01,2022,2,SSP,432.79,,,447.93,460.68,432.79,432.79,-29.88,,154,161.37,146.63,154.21,6.13,8.9,1274.38,1407.02,1141.74,1148.01,24.2,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-03-01,2022,3,SSP,430.22,,,433.04,444.37,421.71,430.22,-30.28,,158.07,164.91,151.23,151.34,-0.67,8.9,1183.08,1254.71,1111.46,1211.06,29.32,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-04-01,2022,4,SSP,427.08,,,432,440.99,423.02,427.08,-25.66,,154.24,162.04,147.55,162.04,4.97,8.9,1252.08,1356.47,1147.69,1306.08,34.78,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-05-01,2022,5,SSP,445.1,,,425.86,445.1,418.39,445.1,-3.29,,166.78,175.84,159.42,175.84,19.34,8.9,1356.32,1433.35,1279.3,1298.96,11.67,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-06-01,2022,6,SSP,486.92,,,460.12,486.92,450.3,486.92,67.25,,182.76,192.93,174.49,192.93,40.94,8.9,1343.57,1442.18,1210.63,1210.63,16.89,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-07-01,2022,7,SSP,557.52,,,520.06,557.52,506.23,557.52,54.65,,202.4,213.32,193.03,213.32,42.35,8.9,1241.69,1332.36,1151.01,1282.03,23.95,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-08-01,2022,8,SSP,653.04,,,619.54,653.04,599.49,653.04,59.79,,225.67,243.05,215.14,243.05,58.83,8.9,1321.25,1720.42,1235.85,1720.42,60.46,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-09-01,2022,9,SSP,641.58,,,742.93,766.13,641.58,641.58,57.46,,260.09,273.47,246.71,249.81,73.69,8.9,1823.15,2110.98,1535.33,1717.01,80.09,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-10-01,2022,10,SSP,613.23,,,645.75,686.14,605.36,613.23,51.94,,265.11,278.09,247.42,247.42,85.67,8.9,1803.7,1875.07,1748.15,1875.07,108.24,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-11-01,2022,11,SSP,620.81,,,616.88,648.51,585.24,620.81,50.57,,259.37,272.84,245.9,253.59,81.01,8.9,1972.71,2209.43,1735.99,1965.66,73.3,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2022-12-01,2022,12,SSP,667.42,,,635.11,667.42,610.79,667.42,58.68,,264.74,277.3,252.17,260.24,80.59,8.9,2062.6,2098.47,2026.73,2095.5,78.82,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-01-01,2023,1,SSP,704.17,,,707.85,731.52,684.19,704.17,62,,270.87,282.66,259.08,259.94,72.75,8.9,2197.89,2406.56,1989.22,2223.47,81.51,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-02-01,2023,2,SSP,777.22,,,735.03,777.22,715.68,777.22,79.59,,268.77,280.38,257.17,266.01,72.5,8.9,2330.36,2398.63,2262.09,2385.26,107.77,8.3
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-03-01,2023,3,SSP,838.85,150,,847.28,871.15,823.41,838.85,94.98,,274.72,290.96,263.78,290.96,92.26,9,2501.04,2700.86,2160.56,2160.56,78.4,8.7
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-04-01,2023,4,SSP,874.77,,,895.43,915.92,874.77,874.77,104.82,,303.56,322.19,290.41,322.19,98.83,9,2233.73,2531,2057.87,2531,93.79,8.7
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-05-01,2023,5,SSP,957.03,166.67,,919.87,957.03,901.13,957.03,115.01,,339.46,355.08,281.17,281.17,59.9,9.1,2649.52,2892.86,2406.18,2874.59,121.3,9
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-06-01,2023,6,SSP,986.96,,,1042.58,1064.89,986.96,986.96,102.69,,287.68,350.81,264.05,350.81,81.83,9.1,3027.73,3249.64,2805.81,3153.64,160.5,9
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-07-01,2023,7,SSP,1000.57,433.33,,1021.93,1049.91,993.95,1000.57,79.47,,372.25,433.33,331.92,433.33,103.14,9.3,3325.82,3589.82,3076.5,3589.82,180.01,9.2
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-08-01,2023,8,SSP,1013.77,500,,1033.83,1057.62,1010.03,1013.77,55.24,,471.56,523.67,419.45,500,105.72,9.4,3802.67,4077.86,3527.47,3665.75,113.07,9.4
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-09-01,2023,9,SSP,1014.67,500,,1037.53,1058.19,1014.67,1014.67,58.15,,547.84,600.93,494.74,500,100.15,9.5,3857.31,4109.02,3493.02,3493.02,103.44,9.5
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-10-01,2023,10,SSP,1037.33,500,2500,1026.21,1045.08,1007.33,1037.33,69.16,,538.12,587.48,488.77,500,102.09,9.6,3635.8,3923.27,2500,2500,33.33,9.6
SSD,South Sudan,Warrap,Twic,Abyei,9.35,28.28,gid_93500000282800000,2023-11-01,2023,11,SSP,1097.41,500,2500,1063.35,1097.41,1046.74,1097.41,76.77,,530.76,575.74,485.78,500,97.17,9.7,2527.66,3770.42,2099.35,3770.42,91.81,9.7
