ISO3,country,adm1_name,adm2_name,mkt_name,lat,lon,geo_id,price_date,year,month,currency,exchange_rate_unofficial,milling_cost_sorghum,wage_non_qualified_labour_non_agricultural,o_exchange_rate_unofficial,h_exchange_rate_unofficial,l_exchange_rate_unofficial,c_exchange_rate_unofficial,inflation_exchange_rate_unofficial,trust_exchange_rate_unofficial,o_milling_cost_sorghum,h_milling_cost_sorghum,l_milling_cost_sorghum,c_milling_cost_sorghum,inflation_milling_cost_sorghum,trust_milling_cost_sorghum,o_wage_non_qualified_labour_non_agricultural,h_wage_non_qualified_labour_non_agricultural,l_wage_non_qualified_labour_non_agricultural,c_wage_non_qualified_labour_non_agricultural,inflation_wage_non_qualified_labour_non_agricultural,trust_wage_non_qualified_labour_non_agricultural
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2007-09-01,2007,9,SSP,3.14,,,3.14,3.18,3.11,3.14,,,0.62,0.66,0.59,0.65,,8.9,8.87,9.27,8.47,9.17,,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2007-10-01,2007,10,SSP,3.14,,,3.14,3.17,3.1,3.14,,,0.66,0.7,0.62,0.62,,8.9,9.56,10,8.69,8.69,,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2007-11-01,2007,11,SSP,3.14,,,3.13,3.17,3.1,3.14,,,0.63,0.69,0.59,0.69,,8.9,8.78,9.5,8.22,9.5,,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2007-12-01,2007,12,SSP,3.13,,,3.13,3.17,3.1,3.13,,,0.7,0.74,0.66,0.68,,8.9,10.05,10.67,9.4,9.4,,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-01-01,2008,1,SSP,3.13,,,3.13,3.16,3.1,3.13,-1.64,,0.69,0.73,0.65,0.67,21.87,8.9,9.53,10.11,8.95,9.36,18.96,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-02-01,2008,2,SSP,3.14,,,3.13,3.17,3.1,3.14,-1.44,,0.68,0.72,0.65,0.67,20.35,8.9,9.67,10.14,9.19,9.25,17.12,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-03-01,2008,3,SSP,3.14,,,3.14,3.17,3.11,3.14,-1.14,,0.68,0.71,0.64,0.68,21.57,8.9,9.5,9.96,9.04,9.49,19.88,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-04-01,2008,4,SSP,3.15,,,3.14,3.18,3.11,3.15,-0.74,,0.69,0.72,0.65,0.69,20.05,8.9,9.82,10.25,9.38,9.6,17.75,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-05-01,2008,5,SSP,3.16,,,3.15,3.19,3.12,3.16,-0.25,,0.7,0.74,0.66,0.72,23.35,8.9,9.89,10.33,9.45,10,20.32,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-06-01,2008,6,SSP,3.17,,,3.17,3.2,3.13,3.17,0.35,,0.73,0.77,0.7,0.75,26.13,8.9,10.36,10.81,9.91,10.26,21.53,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-07-01,2008,7,SSP,3.19,,,3.18,3.21,3.15,3.19,1.06,,0.76,0.8,0.72,0.79,30.24,8.9,10.58,11.04,10.12,10.84,26.05,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-08-01,2008,8,SSP,3.22,,,3.2,3.23,3.17,3.22,2.13,,0.81,0.86,0.77,0.86,40.47,8.9,11.25,11.75,10.75,11.44,32.57,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-09-01,2008,9,SSP,3.24,,,3.24,3.27,3.21,3.24,3.18,,0.89,0.94,0.84,0.88,36.06,8.9,11.85,12.37,11.32,11.69,27.43,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-10-01,2008,10,SSP,3.27,,,3.27,3.3,3.23,3.27,4.2,,0.91,0.96,0.8,0.8,29.59,8.9,12.01,12.54,10.95,10.95,26.04,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-11-01,2008,11,SSP,3.3,,,3.3,3.33,3.26,3.3,5.18,,0.82,0.86,0.77,0.8,16.69,8.9,11.12,11.8,10.44,11.03,16.14,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2008-12-01,2008,12,SSP,3.33,,,3.32,3.36,3.29,3.33,6.11,,0.81,0.85,0.77,0.84,23.87,8.9,11.45,12.03,10.88,11.36,20.83,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-01-01,2009,1,SSP,3.35,,,3.35,3.39,3.32,3.35,7,,0.86,0.9,0.81,0.89,32.04,8.9,11.73,12.26,11.21,11.84,26.49,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-02-01,2009,2,SSP,3.38,,,3.38,3.42,3.35,3.38,7.78,,0.91,0.96,0.86,0.89,32.8,8.9,12.26,12.79,11.73,11.89,28.5,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-03-01,2009,3,SSP,3.41,,,3.41,3.44,3.37,3.41,8.48,,0.91,0.96,0.79,0.79,16.12,8.9,12.2,12.75,10.95,10.95,15.4,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-04-01,2009,4,SSP,3.44,,,3.44,3.47,3.4,3.44,9.12,,0.79,0.83,0.74,0.79,14.49,8.9,11.08,11.82,10.34,10.71,11.52,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-05-01,2009,5,SSP,3.46,,,3.46,3.5,3.43,3.46,9.66,,0.79,0.97,0.75,0.97,34.98,8.9,11.08,12.74,10.47,12.74,27.42,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-06-01,2009,6,SSP,3.49,,,3.49,3.53,3.46,3.49,10.09,,1.01,1.06,0.95,1.01,35.01,8.9,13.63,14.74,12.51,13.2,28.67,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-07-01,2009,7,SSP,3.5,,,3.52,3.55,3.48,3.5,9.97,,1.04,1.1,0.99,1.06,33.41,8.9,13.39,14.26,12.52,14.12,30.27,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-08-01,2009,8,SSP,3.5,,,3.52,3.56,3.49,3.5,8.98,,1.09,1.15,1.03,1.09,26.41,8.9,14.76,15.55,13.97,14.19,24.07,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-09-01,2009,9,SSP,3.5,,,3.51,3.55,3.47,3.5,8.03,,1.13,1.19,1.06,1.09,23.59,8.9,14.5,15.23,13.78,13.96,19.48,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-10-01,2009,10,SSP,3.5,,,3.51,3.55,3.47,3.5,7.1,,1.12,1.18,1.06,1.06,31.76,8.9,14.33,15.02,13.57,13.57,23.89,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-11-01,2009,11,SSP,3.5,,,3.51,3.54,3.47,3.5,6.18,,1.09,1.15,1.03,1.04,29.88,8.9,13.92,14.64,13.2,13.44,21.83,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2009-12-01,2009,12,SSP,3.5,,,3.5,3.54,3.47,3.5,5.28,,1.06,1.11,1,1.04,23.76,8.9,13.83,14.5,13.15,13.5,18.84,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-01-01,2010,1,SSP,3.5,,,3.5,3.54,3.47,3.5,4.37,,1.06,1.12,1,1.05,18.76,8.9,13.92,14.57,13.28,13.48,13.84,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-02-01,2010,2,SSP,3.5,,,3.5,3.54,3.47,3.5,3.53,,1.07,1.13,1.01,1.05,18.69,8.9,13.85,14.5,13.21,13.51,13.69,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-03-01,2010,3,SSP,3.5,,,3.5,3.54,3.46,3.5,2.7,,1.07,1.13,1.01,1.01,29.04,8.9,13.93,14.57,13.2,13.2,20.57,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-04-01,2010,4,SSP,3.5,,,3.5,3.54,3.46,3.5,1.85,,1.02,1.09,0.96,1.09,37.97,8.9,13.5,14.19,12.82,13.76,28.45,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-05-01,2010,5,SSP,3.5,,,3.5,3.53,3.46,3.5,1.02,,1.11,1.17,1.04,1.08,11.26,8.9,14.33,14.99,13.67,14.15,11.12,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-06-01,2010,6,SSP,3.5,,,3.5,3.53,3.46,3.5,0.2,,1.1,1.16,1.04,1.11,10.39,8.9,14.57,15.22,13.92,14.63,10.79,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-07-01,2010,7,SSP,3.54,,,3.5,3.54,3.46,3.54,1.01,,1.13,1.19,1.07,1.12,5.75,8.9,15.13,15.78,14.48,14.55,3.08,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-08-01,2010,8,SSP,3.63,,,3.57,3.63,3.53,3.63,3.55,,1.13,1.19,1.07,1.12,3.42,8.9,14.91,15.61,14.21,14.7,3.59,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-09-01,2010,9,SSP,3.72,,,3.69,3.74,3.65,3.72,6.04,,1.14,1.2,1.08,1.16,6.7,8.9,15.18,15.86,14.5,14.79,5.91,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-10-01,2010,10,SSP,3.8,,,3.78,3.83,3.74,3.8,8.54,,1.18,1.24,1.11,1.21,13.89,8.9,15.22,15.91,14.53,15.5,14.24,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-11-01,2010,11,SSP,3.89,,,3.88,3.92,3.84,3.89,11.03,,1.23,1.3,1.16,1.29,24.14,8.9,16.11,16.82,15.39,16.56,23.24,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2010-12-01,2010,12,SSP,3.98,,,3.97,4.01,3.93,3.98,13.53,,1.32,1.39,1.25,1.32,27.02,8.9,17.2,17.98,16.42,16.88,25.03,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-01-01,2011,1,SSP,4.06,,,4.06,4.1,4.02,4.06,16.07,,1.36,1.52,1.28,1.52,44.35,8.9,17.32,18.93,16.54,18.93,40.39,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-02-01,2011,2,SSP,4.15,,,4.15,4.19,4.11,4.15,18.49,,1.58,1.67,1.33,1.33,26.64,8.9,19.97,21.18,17.2,17.2,27.24,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-03-01,2011,3,SSP,4.23,,,4.23,4.28,4.19,4.23,20.9,,1.36,1.44,1.25,1.25,23.4,8.9,17.1,18.6,15.6,16.02,21.42,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-04-01,2011,4,SSP,4.32,,,4.32,4.36,4.27,4.32,23.4,,1.26,1.33,1.19,1.3,19.39,8.9,16.5,17.62,15.37,16.61,20.75,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-05-01,2011,5,SSP,4.4,,,4.41,4.45,4.36,4.4,25.91,,1.32,1.46,1.24,1.46,34.65,8.9,17.3,18.41,16.44,18.41,30.04,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-06-01,2011,6,SSP,4.49,,,4.49,4.54,4.45,4.49,28.41,,1.5,1.58,1.41,1.54,37.95,8.9,19.25,20.26,18.24,19.43,32.84,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-07-01,2011,7,SSP,3.48,,,4.58,4.63,3.48,3.48,-1.7,,1.59,1.67,1.44,1.44,28.72,8.9,20.03,20.97,17.79,17.79,22.25,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-08-01,2011,8,SSP,3.78,,,2.97,3.78,2.69,3.78,4.18,,1.46,1.78,1.38,1.78,58.59,8.9,17.9,21.13,16.64,21.13,43.71,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-09-01,2011,9,SSP,3.95,,,4.09,4.49,3.69,3.95,6.32,,1.87,1.97,1.75,1.75,50.61,8.9,22.85,25.03,20.68,20.99,41.91,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-10-01,2011,10,SSP,4.02,,,3.94,4.26,3.62,4.02,5.74,,1.82,1.92,1.71,1.83,51.81,8.9,21.01,22.75,19.27,21.36,37.77,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-11-01,2011,11,SSP,3.73,,,4.11,4.35,3.73,3.73,-4.08,,1.91,2.02,1.8,1.85,43.39,8.9,22.23,23.46,21.01,21.45,29.53,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2011-12-01,2011,12,SSP,3.66,,,3.53,3.74,3.32,3.66,-7.93,,1.91,2.02,1.81,1.9,43.87,8.9,22.03,23.08,20.97,21.82,29.3,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-01-01,2012,1,SSP,3.58,,,3.64,3.81,3.48,3.58,-11.9,,1.97,2.08,1.86,2.03,33.34,8.9,22.51,23.5,21.52,23.23,22.74,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-02-01,2012,2,SSP,3.66,,,3.49,3.66,3.36,3.66,-11.75,,2.1,2.22,1.95,1.95,46.19,8.9,24.23,25.32,22.52,22.52,30.99,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-03-01,2012,3,SSP,3.58,,,3.71,3.83,3.58,3.58,-15.39,,2.01,2.12,1.9,1.96,56.84,8.9,22.83,24.12,21.54,22.66,41.39,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-04-01,2012,4,SSP,3.91,,,3.49,3.91,3.39,3.91,-9.45,,2.01,2.12,1.9,1.91,47.03,8.9,23.51,24.63,22.38,22.47,35.29,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-05-01,2012,5,SSP,4.43,,,4.19,4.43,4,4.43,0.57,,1.95,2.17,1.84,2.17,48.75,8.9,23.01,24.15,21.88,23.71,28.83,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-06-01,2012,6,SSP,4.94,,,4.83,5.02,4.64,4.94,9.98,,2.24,2.37,2.11,2.14,39.13,8.9,24.74,25.89,23.58,24.09,24,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-07-01,2012,7,SSP,5.15,,,5.4,5.57,5.15,5.15,47.99,,2.2,2.33,1.94,1.94,35.02,8.9,24.71,25.85,22.9,22.9,28.76,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-08-01,2012,8,SSP,5.34,,,5.4,5.57,5.24,5.34,41.27,,1.96,2.11,1.85,2.11,18.67,8.9,23.32,24.64,22,23.64,11.91,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-09-01,2012,9,SSP,4.98,,,5.62,5.76,4.98,4.98,26.08,,2.17,2.29,2.04,2.06,17.86,8.9,24.65,25.84,23.33,23.33,11.18,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-10-01,2012,10,SSP,4.44,,,4.81,5.05,4.44,4.44,10.45,,2.09,2.21,1.97,2.2,19.9,8.9,23.8,25.03,22.57,24.01,12.41,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-11-01,2012,11,SSP,4.36,,,4.17,4.37,3.97,4.36,16.89,,2.25,2.38,2.12,2.12,14.47,8.9,24.94,26.08,23.24,23.24,8.32,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2012-12-01,2012,12,SSP,4.29,,,4.31,4.48,4.15,4.29,17.21,,2.15,2.27,2.02,2.17,13.96,8.9,23.66,24.96,22.35,23.68,8.53,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-01-01,2013,1,SSP,4.25,,,4.18,4.31,4.06,4.25,18.72,,2.2,2.33,2.07,2.07,1.78,8.9,24.58,25.75,23.42,23.43,0.88,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-02-01,2013,2,SSP,4.19,,,4.2,4.3,4.1,4.19,14.48,,2.08,2.2,1.93,1.93,-1.26,8.9,23.99,25.18,22.47,22.47,-0.24,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-03-01,2013,3,SSP,4.06,,,4.12,4.2,4.04,4.06,13.41,,1.93,2.04,1.81,1.86,-5.14,8.9,22.96,24.22,21.71,22.02,-2.81,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-04-01,2013,4,SSP,3.86,,,3.95,4.02,3.86,3.86,-1.28,,1.85,2.01,1.74,2.01,5.41,8.9,22.68,23.84,21.52,23.21,3.28,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-05-01,2013,5,SSP,3.94,,,3.7,3.94,3.64,3.94,-11.06,,2.03,2.14,1.91,1.98,-9,8.9,24.16,25.28,22.6,22.6,-4.7,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-06-01,2013,6,SSP,4.22,,,3.98,4.22,3.88,4.22,-14.57,,1.98,2.09,1.86,2.08,-2.83,8.9,22.99,24.24,21.74,23.66,-1.79,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-07-01,2013,7,SSP,4.28,,,4.39,4.52,4.27,4.28,-16.89,,2.1,2.22,1.98,2.1,8.18,8.9,24.7,25.9,23.5,23.61,3.08,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-08-01,2013,8,SSP,4.5,,,4.31,4.5,4.2,4.5,-15.73,,2.12,2.24,2,2.17,2.67,8.9,24.13,25.34,22.93,23.85,0.86,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-09-01,2013,9,SSP,4.4,,,4.71,4.83,4.4,4.4,-11.65,,2.2,2.33,2.08,2.13,2.95,8.9,24.63,25.75,23.27,23.27,-0.27,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-10-01,2013,10,SSP,4.38,,,4.33,4.47,4.19,4.38,-1.35,,2.14,2.26,1.97,1.97,-10.32,8.9,23.8,25.02,22.58,23.23,-3.24,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-11-01,2013,11,SSP,4.48,,,4.42,4.53,4.31,4.48,2.75,,1.97,2.08,1.86,2.02,-4.55,8.9,23.95,25.09,22.82,23.23,-0.04,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2013-12-01,2013,12,SSP,4.67,,,4.55,4.67,4.46,4.67,8.86,,2.02,2.14,1.9,1.96,-9.29,8.9,23.92,25.03,22.8,23.04,-2.69,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-01-01,2014,1,SSP,4.75,,,4.82,4.91,4.73,4.75,11.76,,1.96,2.29,1.85,2.29,10.88,8.9,23.66,25.89,22.54,25.89,10.47,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-02-01,2014,2,SSP,4.18,,,4.82,4.9,4.18,4.18,-0.24,,2.33,2.46,1.88,1.88,-2.29,8.9,27.38,29.06,22.29,22.29,-0.81,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-03-01,2014,3,SSP,3.98,,,3.83,4.05,3.62,3.98,-1.97,,1.88,1.99,1.76,1.84,-1.27,8.9,21.92,24.31,19.52,21.92,-0.47,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-04-01,2014,4,SSP,3.88,,,3.89,4.05,3.72,3.88,0.52,,1.82,1.93,1.71,1.79,-11,8.9,22.95,24.58,21.31,21.49,-7.42,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-05-01,2014,5,SSP,4.23,,,3.75,4.23,3.63,4.23,7.36,,1.78,1.88,1.67,1.73,-12.32,8.9,21.95,23.24,20.65,21.09,-6.68,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-06-01,2014,6,SSP,4.45,,,4.48,4.7,4.27,4.45,5.45,,1.7,1.85,1.6,1.85,-10.89,8.9,21.67,22.77,20.58,21.66,-8.44,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-07-01,2014,7,SSP,4.69,,,4.56,4.73,4.38,4.69,9.58,,1.85,1.96,1.74,1.82,-13.4,8.9,22.49,23.49,21.49,22.13,-6.27,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-08-01,2014,8,SSP,4.66,,,4.92,5.07,4.66,4.66,3.56,,1.81,1.95,1.7,1.95,-10.27,8.9,22.76,23.76,21.76,22.13,-7.18,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-09-01,2014,9,SSP,4.69,,,4.66,4.81,4.51,4.69,6.59,,1.96,2.08,1.85,1.87,-11.86,8.9,22.78,23.81,21.49,21.49,-7.65,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-10-01,2014,10,SSP,5.31,,,4.77,5.31,4.66,5.31,21.23,,1.87,1.99,1.76,1.99,1.15,8.9,21.97,23.1,20.83,23,-0.97,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-11-01,2014,11,SSP,5.73,,,5.85,6.1,5.61,5.73,27.9,,2.01,2.13,1.9,2.12,4.95,8.9,24.12,25.34,22.9,23.43,0.85,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2014-12-01,2014,12,SSP,5.88,,,6.06,6.27,5.85,5.88,25.91,,2.15,2.27,2.02,2.14,8.84,8.9,23.97,25.13,22.82,23.5,1.99,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-01-01,2015,1,SSP,6.43,,,6.11,6.43,5.93,6.43,35.37,,2.17,2.3,2.05,2.23,-2.7,8.9,24.22,25.43,23.12,25.43,-1.78,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-02-01,2015,2,SSP,6.83,,,6.99,7.19,6.79,6.83,63.4,,2.26,2.39,2.13,2.35,25.09,8.9,26.61,27.91,25.31,25.78,15.66,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-03-01,2015,3,SSP,7.48,,,7.21,7.48,7.03,7.48,87.94,,2.42,2.55,2.28,2.34,26.96,8.9,26.34,27.62,25.07,26.26,19.81,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-04-01,2015,4,SSP,8.88,,,8.16,8.88,7.98,8.88,128.87,,2.37,2.76,2.24,2.76,54.37,8.9,27.17,30.4,25.96,30.4,41.49,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-05-01,2015,5,SSP,10.25,,,10.24,10.6,9.89,10.25,142.32,,2.88,3.1,2.72,3.1,78.94,8.9,32.24,34.48,30,33.82,60.36,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-06-01,2015,6,SSP,11.85,,,11.59,11.91,11.27,11.85,166.29,,3.25,3.43,3.06,3.25,75.73,8.9,35,37.12,32.88,36.85,70.1,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-07-01,2015,7,SSP,13.95,,,13.62,13.95,13.31,13.95,197.44,,3.43,4.09,3.23,4.09,124.46,8.9,38.33,44.19,36.26,44.19,99.72,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-08-01,2015,8,SSP,14.15,,,16.24,16.56,14.15,14.15,203.65,,4.39,4.64,4.14,4.46,128.74,8.9,47,50.95,43.06,46.27,109.06,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-09-01,2015,9,SSP,16.05,,,14.78,16.05,13.97,16.05,242.22,,4.82,5.09,4.55,5.07,170.39,8.9,47.06,51.43,44.02,51.43,139.32,8.3
SSD,South Sudan,Eastern Equatoria,Budi,Chukudum,4.24,33.49,gid_42400000334900000,2015-10-01,2015,10,SSP,18.65,,,18.43,19.31,17.55,18.65,251.22,,5.48,5.79,5.18,5.66,183.98,8.9,54.18,57.6,50.77,56.11,143.92,8.3
